opvolging_id,bet_id,contract_id,schade_id,van,voor,created,door,ended,letter,mail,telefoon_id,corcompdf_id,corcomrtf_id,mail_send_id,mail_saved_id,bestand_id,opmerking,title,kleur,rappel_status,status,dueDate
15121721,126005473,33685925,,,12743,2019-05-21,,"2019-05-21 00:00:00",,,,,,,,,"Contract, nieuwe zaak",,IMPORT,,0,2019-05-21
15121725,126005473,33685925,,,12743,2019-05-21,,"2019-05-21 00:00:00",,,,,,,,,"Polis: Auto nr 5L44004 - Informatieplicht niet Leven",,IMPORT,,0,2019-05-21
15121729,126005297,33685929,,,12743,2019-05-21,,"2019-05-21 00:00:00",,,,,,,,,"Contract, bijvoegsel",,IMPORT,,0,2019-05-21
15121733,126005237,33685865,,,12743,2019-06-05,,"2019-05-22 00:00:00",,,,,,,,,"Opvolging Project NZ - ter studie - Brand eenvoudige risico's - Kazernestraat 58, 2070 Burcht - Gebouw ...",,IMPORT,,0,2019-06-05
15121737,126005237,33685865,,,12743,2019-05-21,,"2019-05-22 00:00:00",,,,,,,,,"Contract, herneming nieuwe zaak",,IMPORT,,0,2019-05-21
15121741,126005237,33685857,,,12743,2019-06-05,,"2019-05-22 00:00:00",,,,,,,,,"Opvolging Project NZ - ter studie - BA particulieren - Gezin (privé leven)",,IMPORT,,0,2019-06-05
15121745,126005237,33685857,,,12743,2019-05-21,,"2019-05-22 00:00:00",,,,,,,,,"Contract, herneming nieuwe zaak",,IMPORT,,0,2019-05-21
15121749,126005237,33685869,,,12743,2019-06-05,,"2019-05-22 00:00:00",,,,,,,,,"Opvolging Project NZ - ter studie - Auto - 1NLK318 - VOLVO V70",,IMPORT,,0,2019-06-05
15121753,126005237,33685869,,,12743,2019-05-21,,"2019-05-22 00:00:00",,,,,,,,,"Contract, herneming nieuwe zaak",,IMPORT,,0,2019-05-21
15121757,126005237,33685857,,,12743,2019-05-22,,"2019-05-22 00:00:00",,,,,,,,,"Contract, herneming nieuwe zaak",,IMPORT,,0,2019-05-22
15121761,126005237,33685869,,,12743,2019-05-22,,"2019-05-22 00:00:00",,,,,,,,,"Contract, herneming nieuwe zaak",,IMPORT,,0,2019-05-22
15121765,126005237,33685865,,,12743,2019-05-22,,"2019-05-22 00:00:00",,,,,,,,,"Contract, herneming nieuwe zaak",,IMPORT,,0,2019-05-22
15121769,126005301,33685937,,,12743,2019-06-05,,"2019-05-23 00:00:00",,,,,,,,,"Opvolging Project NZ - ter studie - Auto - DIV - AUDI A6",,IMPORT,,0,2019-06-05
15121773,126005301,33685937,,,12743,2019-05-21,,"2019-05-22 00:00:00",,,,,,,,,"Contract, nieuwe zaak",,IMPORT,,0,2019-05-21
15121777,126005301,33685941,,,12743,2019-06-05,,"2019-05-23 00:00:00",,,,,,,,,"Opvolging Project NZ - ter studie - BA particulieren - Gezin (privé leven)",,IMPORT,,0,2019-06-05
15121781,126005301,33685941,,,12743,2019-05-21,,"2019-05-22 00:00:00",,,,,,,,,"Contract, nieuwe zaak",,IMPORT,,0,2019-05-21
15121785,126005301,33685945,,,12743,2019-06-05,,"2019-05-23 00:00:00",,,,,,,,,"Opvolging Project NZ - ter studie - Brand eenvoudige risico's - Kapelstraat 89, 2660 Hoboken - Gebouw ...",,IMPORT,,0,2019-06-05
15121789,126005301,33685945,,,12743,2019-05-21,,"2019-05-22 00:00:00",,,,,,,,,"Contract, nieuwe zaak",,IMPORT,,0,2019-05-21
15121793,126005237,33685885,,,12743,2019-05-22,,"2019-05-22 00:00:00",,,,,,,,,"Contract, bijvoegsel",,IMPORT,,0,2019-05-22
15121797,126005301,33685945,,,12743,2019-05-22,,"2019-05-23 00:00:00",,,,,,,,,"Contract, nieuwe zaak",,IMPORT,,0,2019-05-22
15121801,126005301,33685945,,,12743,2019-05-23,,"2019-05-23 00:00:00",,,,,,,,,"Polis: Brand eenvoudige risico's nr 52071396 - Informatieplicht niet Leven",,IMPORT,,0,2019-05-23
15121805,126005301,33685941,,,12743,2019-05-22,,"2019-05-23 00:00:00",,,,,,,,,"Contract, nieuwe zaak",,IMPORT,,0,2019-05-22
15121809,126005301,33685941,,,12743,2019-05-23,,"2019-05-23 00:00:00",,,,,,,,,"Polis: BA particulieren nr 65179188 - Informatieplicht niet Leven",,IMPORT,,0,2019-05-23
15121813,126005301,33685937,,,12743,2019-05-22,,"2019-05-23 00:00:00",,,,,,,,,"Contract, nieuwe zaak",,IMPORT,,0,2019-05-22
15121817,126005301,33685937,,,12743,2019-05-23,,"2019-05-23 00:00:00",,,,,,,,,"Polis: Auto nr 33696214 - Informatieplicht niet Leven",,IMPORT,,0,2019-05-23
15121821,126005301,33685945,,,12743,2019-05-23,,"2019-05-23 00:00:00",,,,,,,,,"Contract, herneming nieuwe zaak",,IMPORT,,0,2019-05-23
15121825,126005301,33685941,,,12743,2019-05-23,,"2019-05-23 00:00:00",,,,,,,,,"Contract, herneming nieuwe zaak",,IMPORT,,0,2019-05-23
15121829,126005301,33685937,,,12743,2019-05-23,,"2019-05-23 00:00:00",,,,,,,,,"Contract, bijvoegsel",,IMPORT,,0,2019-05-23
15121833,126005585,33685485,,,12743,2019-05-23,,"2019-05-23 00:00:00",,,,,,,,,"Contract, herneming nieuwe zaak",,IMPORT,,0,2019-05-23
15121837,126005301,33685937,,,12743,2019-05-23,,"2019-05-23 00:00:00",,,,,,,,,"Contract, bijvoegsel",,IMPORT,,0,2019-05-23
15121841,126005305,33685949,,,12743,2019-05-23,,"2019-05-23 00:00:00",,,,,,,,,"Contract, nieuwe zaak",,IMPORT,,0,2019-05-23
15121845,126005305,33685949,,,12743,2019-05-23,,"2019-05-23 00:00:00",,,,,,,,,"Polis: Auto nr 5L45235 - Informatieplicht niet Leven",,IMPORT,,0,2019-05-23
15121849,126005237,33685885,,,12743,2019-05-23,,"2019-05-23 00:00:00",,,,,,,,,"Contract, bijvoegsel",,IMPORT,,0,2019-05-23
15121853,126004853,33685957,,,12743,2019-05-24,,"2019-05-24 00:00:00",,,,,,,,,"Contract, nieuwe zaak",,IMPORT,,0,2019-05-24
15121857,126004853,33685957,,,12743,2019-05-24,,"2019-05-24 00:00:00",,,,,,,,,"Polis: Brand eenvoudige risico's nr 52073657 - Informatieplicht niet Leven",,IMPORT,,0,2019-05-24
15121861,126004853,33685961,,,12743,2019-05-24,,"2019-05-24 00:00:00",,,,,,,,,"Contract, nieuwe zaak",,IMPORT,,0,2019-05-24
15121865,126004853,33685961,,,12743,2019-05-24,,"2019-05-24 00:00:00",,,,,,,,,"Polis: BA particulieren nr 65180279 - Informatieplicht niet Leven",,IMPORT,,0,2019-05-24
15121869,126004853,33685957,,,12743,2019-05-24,,"2019-05-24 00:00:00",,,,,,,,,"Contract, nieuwe zaak",,IMPORT,,0,2019-05-24
15121873,126004853,33685961,,,12743,2019-05-24,,"2019-05-24 00:00:00",,,,,,,,,"Contract, nieuwe zaak",,IMPORT,,0,2019-05-24
15121877,126005277,33685965,,,12743,2019-05-27,,"2019-05-27 00:00:00",,,,,,,,,"Contract, nieuwe zaak",,IMPORT,,0,2019-05-27
15121881,126005277,33685965,,,12743,2019-05-27,,"2019-05-27 00:00:00",,,,,,,,,"Polis: Auto nr 5L46315 - Informatieplicht niet Leven",,IMPORT,,0,2019-05-27
15121885,126005373,33685561,,,12743,2019-04-05,,"2019-04-05 00:00:00",,,,,,,,,"Contract, bijvoegsel",,IMPORT,,0,2019-04-05
15121889,126004865,33685821,,,12743,2019-04-11,,"2019-04-11 00:00:00",,,,,,,,,"Contract, nieuwe zaak",,IMPORT,,0,2019-04-11
15121893,126005881,,106950221,,12743,2019-04-23,,"2019-04-23 00:00:00",,,,,,,,,"Schadegeval, aanduiding expert",,IMPORT,,0,2019-04-23
15121897,126005501,33685825,,,12743,2019-04-25,,"2019-04-25 00:00:00",,,,,,,,,"Contract, nieuwe zaak",,IMPORT,,0,2019-04-25
15121901,126005501,33685825,,,12743,2019-04-25,,"2019-04-25 00:00:00",,,,,,,,,"Polis: Auto nr 623348780 - Informatieplicht niet Leven",,IMPORT,,0,2019-04-25
15121905,126005225,33685829,,,12743,2019-04-29,,"2019-04-29 00:00:00",,,,,,,,,"Contract, nieuwe zaak",,IMPORT,,0,2019-04-29
15121909,126005225,33685829,,,12743,2019-04-29,,"2019-04-29 00:00:00",,,,,,,,,"Polis: Auto nr 5L35595 - Informatieplicht niet Leven",,IMPORT,,0,2019-04-29
15121913,126005125,33685833,,,12743,2019-05-13,,"2019-04-29 00:00:00",,,,,,,,,"Opvolging Project NZ - ter studie - Auto - 1WCV871 - NISSAN MICRA",,IMPORT,,0,2019-05-13
15121917,126005125,33685833,,,12743,2019-04-29,,"2019-04-29 00:00:00",,,,,,,,,"Contract, nieuwe zaak",,IMPORT,,0,2019-04-29
15121921,126005125,33685833,,,12743,2019-04-29,,"2019-04-29 00:00:00",,,,,,,,,"Contract, nieuwe zaak",,IMPORT,,0,2019-04-29
15121925,126005125,33685833,,,12743,2019-04-29,,"2019-04-29 00:00:00",,,,,,,,,"Polis: Auto nr 33669658 - Informatieplicht niet Leven",,IMPORT,,0,2019-04-29
15121933,126004981,,106950229,,12743,2019-04-30,,"2019-05-01 00:00:00",,,,,,,,,"Schadegeval, sluiting dossier",,IMPORT,,0,2019-04-30
15121937,126004757,33685841,,,12743,2019-05-02,,"2019-05-02 00:00:00",,,,,,,,,"Contract, nieuwe zaak",,IMPORT,,0,2019-05-02
15121941,126004757,33685841,,,12743,2019-05-02,,"2019-05-02 00:00:00",,,,,,,,,"Polis: BA particulieren nr 65173591 - Informatieplicht niet Leven",,IMPORT,,0,2019-05-02
15121945,126005125,33684769,,,12743,2019-05-02,,"2019-05-03 00:00:00",,,,,,,,,"Contract, herneming nieuwe zaak",,IMPORT,,0,2019-05-02
15121949,126005125,33684773,,,12743,2019-05-02,,"2019-05-03 00:00:00",,,,,,,,,"Contract, herneming nieuwe zaak",,IMPORT,,0,2019-05-02
15121953,126005125,33685845,,,12743,2019-05-02,,"2019-05-03 00:00:00",,,,,,,,,"Contract, herneming nieuwe zaak",,IMPORT,,0,2019-05-02
15121957,126005125,33685833,,,12743,2019-05-02,,"2019-05-03 00:00:00",,,,,,,,,"Contract, herneming nieuwe zaak",,IMPORT,,0,2019-05-02
15121961,126005233,33685849,,,12743,2019-05-03,,"2019-05-03 00:00:00",,,,,,,,,"Contract, nieuwe zaak",,IMPORT,,0,2019-05-03
15121965,126005233,33685849,,,12743,2019-05-03,,"2019-05-03 00:00:00",,,,,,,,,"Polis: Auto nr 5L37540 - Informatieplicht niet Leven",,IMPORT,,0,2019-05-03
15121969,126005237,33685857,,,12743,2019-05-04,,"2019-05-04 00:00:00",,,,,,,,,"Contract, nieuwe zaak",,IMPORT,,0,2019-05-04
15121973,126005237,33685857,,,12743,2019-05-04,,"2019-05-04 00:00:00",,,,,,,,,"Polis: BA particulieren nr 65174155 - Informatieplicht niet Leven",,IMPORT,,0,2019-05-04
15121977,126005237,33685865,,,12743,2019-05-04,,"2019-05-04 00:00:00",,,,,,,,,"Contract, nieuwe zaak",,IMPORT,,0,2019-05-04
15121981,126005237,33685865,,,12743,2019-05-04,,"2019-05-04 00:00:00",,,,,,,,,"Polis: Brand eenvoudige risico's nr 52061433 - Informatieplicht niet Leven",,IMPORT,,0,2019-05-04
15121985,126005237,33685869,,,12743,2019-05-04,,"2019-05-04 00:00:00",,,,,,,,,"Contract, nieuwe zaak",,IMPORT,,0,2019-05-04
15121989,126005237,33685869,,,12743,2019-05-04,,"2019-05-04 00:00:00",,,,,,,,,"Polis: Auto nr 33675875 - Informatieplicht niet Leven",,IMPORT,,0,2019-05-04
15121993,126005725,,106950233,,12743,2019-05-06,,"2019-05-06 00:00:00",,,,,,,,,"Schadegeval, ontvangstmelding",,IMPORT,,0,2019-05-06
15121997,126005725,,106950233,,12743,2019-05-06,,"2019-05-06 00:00:00",,,,,,,,,"Schadegeval, MSB (oorsprong Maatschappij)",,IMPORT,,0,2019-05-06
15122001,126005501,33685825,,,12743,2019-05-06,,"2019-05-06 00:00:00",,,,,,,,,"Contract, administratieve wijziging",,IMPORT,,0,2019-05-06
15122005,126004877,33685873,,,12743,2019-04-25,,"2019-05-06 00:00:00",,,,,,,,,"Contract, nieuwe zaak",,IMPORT,,0,2019-04-25
15122009,126004877,33685873,,,12743,2019-05-06,,"2019-05-06 00:00:00",,,,,,,,,"Polis: Brand eenvoudige risico's nr 52055491 - Informatieplicht niet Leven",,IMPORT,,0,2019-05-06
15122013,126004877,33685101,,,12743,2019-04-25,,"2019-05-06 00:00:00",,,,,,,,,"Contract, herneming nieuwe zaak",,IMPORT,,0,2019-04-25
15122017,126004877,33685101,,,12743,2019-05-06,,"2019-05-06 00:00:00",,,,,,,,,"Polis: BA andere dan particulieren nr 99602278 - Informatieplicht niet Leven",,IMPORT,,0,2019-05-06
15122021,126004877,33685085,,,12743,2019-04-25,,"2019-05-06 00:00:00",,,,,,,,,"Contract, herneming nieuwe zaak",,IMPORT,,0,2019-04-25
15122025,126004877,33685085,,,12743,2019-05-06,,"2019-05-06 00:00:00",,,,,,,,,"Polis: BA andere dan particulieren nr 66469764 - Informatieplicht niet Leven",,IMPORT,,0,2019-05-06
15122029,126004877,33685877,,,12743,2019-04-25,,"2019-05-06 00:00:00",,,,,,,,,"Contract, herneming nieuwe zaak",,IMPORT,,0,2019-04-25
15122033,126004877,33685877,,,12743,2019-05-06,,"2019-05-06 00:00:00",,,,,,,,,"Polis: Arbeidsongevallen en collectieve verzekeringen nr 97242985 - Informatieplicht niet Leven",,IMPORT,,0,2019-05-06
15122037,126004865,33685821,,,12743,2019-05-06,,"2019-05-06 00:00:00",,,,,,,,,"Polis: Auto nr AP00338051 - Informatieplicht niet Leven",,IMPORT,,0,2019-05-06
15122041,126005373,33685561,,,12743,2019-04-16,,"2019-05-06 00:00:00",,,,,,,,,"Contract, MPB (oorsprong maatschappij)",,IMPORT,,0,2019-04-16
15122045,126004981,33685881,,,12743,2019-04-17,,"2019-05-07 00:00:00",,,,,,,,,"Contract, nieuwe zaak",,IMPORT,,0,2019-04-17
15122049,126004981,33685881,,,12743,2019-05-07,,"2019-05-07 00:00:00",,,,,,,,,"Polis: Multi-takken nr 730495306 - Informatieplicht niet Leven",,IMPORT,,0,2019-05-07
15122053,126005745,33685369,,,12743,2019-05-07,,"2019-05-07 00:00:00",,,,,,,,,"Contract, bijvoegsel",,IMPORT,,0,2019-05-07
15122057,126005745,33685369,,,12743,2019-05-07,,"2019-05-07 00:00:00",,,,,,,,,"Contract, bijvoegsel",,IMPORT,,0,2019-05-07
15122061,126005745,33685369,,,12743,2019-05-07,,"2019-05-07 00:00:00",,,,,,,,,"Contract, bijvoegsel",,IMPORT,,0,2019-05-07
15122065,126005237,33685885,,,12743,2019-05-06,,"2019-05-07 00:00:00",,,,,,,,,"Contract, bijvoegsel",,IMPORT,,0,2019-05-06
15122069,126005237,33685885,,,12743,2019-05-06,,"2019-05-07 00:00:00",,,,,,,,,"Contract, bijvoegsel",,IMPORT,,0,2019-05-06
15122073,126008884,33684833,,,12743,2019-04-25,,"2019-05-07 00:00:00",,,,,,,,,"Contract, MPB (oorsprong maatschappij)",,IMPORT,,0,2019-04-25
15122077,126004777,33684865,,,12743,2019-04-19,,"2019-05-07 00:00:00",,,,,,,,,"Contract, bijvoegsel",,IMPORT,,0,2019-04-19
15122081,126005609,33685673,,,12743,2019-05-23,,"2019-06-26 00:00:00",,,,,,,,,"Opvolging Project Bijvoegsel - ter studie - Auto - 1VVC517 - FIAT DOBLO",,IMPORT,,0,2019-05-23
15122085,126005609,33685673,,,12743,2019-05-08,,"2019-05-09 00:00:00",,,,,,,,,"Contract, bijvoegsel",,IMPORT,,0,2019-05-08
15122089,126005253,33685889,,,12743,2019-05-08,,"2019-05-09 00:00:00",,,,,,,,,"Contract, bijvoegsel",,IMPORT,,0,2019-05-08
15122093,126005261,33685893,,,12743,2019-05-08,,"2019-05-09 00:00:00",,,,,,,,,"Contract, bijvoegsel",,IMPORT,,0,2019-05-08
