task_id,user_id_from,user_id_to,text,title,bet_id,schade_id,contract_id,created,end_date,dynamic_to_task_id,dynamic_add_days,status,completed,user_id_completed,kleur,sequenceId,sequenceOrder
19172899,17478,,"mandaatlar opvolging yapilacak!!!!",,126054474,,,"2020-02-04 17:45:37",2020-02-28,,0,0,"2020-04-10 15:24:37",17478,,,
19172911,17478,,"mandaatlar opvolging yapilacak!!",,126054474,,,"2020-02-04 17:46:27",0000-00-00,,0,0,"2020-02-04 17:46:39",17478,,,
19173353,17478,,"FNL- BA yapilacak",,126021436,,,"2020-02-05 17:01:59",0000-00-00,,0,0,"2020-04-10 15:19:18",17478,,,
19174103,17679,,"Check betaling dossier",,126004741,,,"2020-02-07 12:05:33",0000-00-00,,0,0,"2020-04-10 15:19:10",17478,,,
19204025,17591,17591,"FNL  AO yapilicak",,126005421,,33818093,"2020-05-22 16:24:21",0000-00-00,,0,0,"2020-11-20 16:24:02",17591,,,
19422675,17478,17478,"
BA en AO nakijken en klant iets laten weten
",,126005801,,,"2020-06-07 19:40:13",0000-00-00,,0,0,"2020-07-01 18:45:53",17478,,,
19424820,17478,17478,"Check inschrijving voertuig",,126709869,,34587591,"2020-06-12 16:18:43",0000-00-00,,0,0,"2020-07-15 13:39:01",17478,,,
19836753,17679,17679,"Brand + Familiale",,126859236,,,"2020-06-30 14:55:50",0000-00-00,,0,0,"2021-02-04 16:16:04",17478,,,
19998918,17679,17679,"Akkaya abdullah brandverzekering, magazijn en familiale ",,126004497,,,"2020-07-07 14:32:43",2021-01-01,,0,0,"2021-01-15 10:49:40",17679,,,
22441392,17679,,"schadegeval opvolgen",,126484393,108594867,,"2020-11-26 12:05:31",0000-00-00,,0,0,"2020-11-30 16:09:46",17478,,,
22453700,17679,17679,,"Belmin Offerte cmr",128918358,,35987763,"2021-01-06 11:26:24",2021-01-08,,0,0,"2021-01-21 13:08:52",17679,,,
22456062,17679,17679,,"OFFERTE SELBI CETIN AXA",129416523,,,"2021-01-13 09:49:27",2021-01-13,,0,0,"2021-01-21 13:08:59",17679,,,
22456065,17679,17679,,"OFFERTE AG + MANDATEREN",130991534,,,"2021-01-13 09:50:29",2021-01-13,,0,0,"2021-06-18 13:52:07",17679,,,
22456068,17679,17679,,"OFFERTE KLANT BELLEN",130489067,,,"2021-01-13 09:50:47",2021-01-13,,0,0,"2021-02-04 16:16:55",17478,,,
22456071,17679,17679,,"AG OFFERTE",126212932,,,"2021-01-13 09:51:15",2021-01-13,,0,0,"2021-03-17 14:54:42",17478,,,
22456074,17679,17679,,"BRANDPOLIS IN ORDE BRENGEN",126706697,,,"2021-01-13 09:51:54",2021-01-13,,0,0,"2021-04-26 16:03:56",17679,,,
22456082,17679,17679,,OFFERTE,131414960,,,"2021-01-13 09:57:51",2021-01-13,,0,0,"2021-03-17 14:54:51",17478,,,
22457646,17679,17679,,"Sigorta almaya gidilecek",126004801,,,"2021-01-15 15:29:04",2021-01-15,,0,0,"2021-04-26 16:04:15",17679,,,
22457649,17679,17679,,"sigorta alinacak",126131035,,,"2021-01-15 15:29:53",2021-01-15,,0,0,"2021-08-24 15:06:35",17679,,,
22459245,17679,17679,,"OFFERTE opvolgen",132604667,,36048207,"2021-01-20 15:18:52",2021-01-20,,0,0,"2021-03-03 16:12:31",17679,,,
22459394,17679,17679,,offerte,131622287,,,"2021-01-21 09:29:41",2021-01-21,,0,0,"2021-04-26 16:03:32",17679,,,
22460606,17679,17679,,"Offerte huurdersaansprakelijkheid",132023688,,,"2021-01-25 11:37:02",2021-01-25,,0,0,"2021-03-03 16:09:55",17679,,,
22463670,17679,17679,,"IPT aanmaken",126016199,,,"2021-02-02 10:42:35",2021-02-02,,0,0,"2021-09-15 13:41:47",17679,,,
22464879,17679,17679,,"Baloise auto polis opvolgen",132400931,,,"2021-02-04 16:20:29",2021-02-04,,0,0,"2021-02-23 13:42:25",17679,,,
22470972,17679,,"OFFERTE BA & AO",,132224999,,36077481,"2021-02-23 13:40:14",2021-02-23,,0,0,"2021-08-18 15:04:55",17478,,,
22470978,17679,,"OFFERTE BA",,132400931,,36084413,"2021-02-23 13:43:24",2021-02-23,,0,0,"2021-03-15 18:17:14",17478,,,
22470981,17679,,"OFFERTE INDIVIDUELE POLIS",,129723254,,36099338,"2021-02-23 13:45:41",2021-02-23,,0,0,"2021-03-03 16:10:00",17679,,,
22471830,17478,17679,"Ekiz Esin -  Schoonheidssalon",,132668636,,36142742,"2021-02-24 18:37:17",0000-00-00,,0,0,"2021-03-03 16:09:40",17679,,,
22473356,17679,,"Offerte EXELLENT",,132842417,,,"2021-03-01 15:55:03",0000-00-00,,0,0,"2021-04-26 16:03:41",17679,,,
22473950,17679,,"offerte SAW-DUR ",,132861822,,,"2021-03-02 17:16:16",0000-00-00,,0,0,"2021-03-15 18:17:23",17478,,,
22475705,17679,17478,terugbellen,,126095199,,33903749,"2021-03-08 13:16:14",0000-00-00,,0,0,"2021-03-15 18:17:02",17478,,,
22479336,17679,,"IPT factuur 10.000 EUR",,126005905,,,"2021-03-17 14:57:10",0000-00-00,,0,0,"2021-11-30 16:08:48",17679,,,
22479345,17679,,"Nieuwe AO maken ",,126005421,,,"2021-03-17 14:59:14",0000-00-00,,0,0,"2021-11-30 16:08:54",17679,,,
22479353,17679,,SSV,,126424694,,,"2021-03-17 15:07:59",0000-00-00,,0,0,"2021-11-30 16:09:01",17679,,,
22479356,17679,,SSV,,126005853,,,"2021-03-17 15:08:23",0000-00-00,,0,0,"2021-11-30 16:08:58",17679,,,
22479359,17679,,OFFERTE,,126004845,,,"2021-03-17 15:08:45",0000-00-00,,0,0,"2021-11-30 16:09:08",17679,,,
25255703,17478,17478,,"Bellen naar coprimmo",126005585,,,"2021-06-17 12:57:45",2021-06-17,,0,0,"2021-06-18 11:11:24",17478,,,
25256288,17679,17679,,"OFFERTE Brand opvolgen",126005341,,33686029,"2021-06-18 13:51:58",2021-06-18,,0,0,"2021-08-24 15:06:28",17679,,,
25256294,17679,17679,,"offerte opvolgen",137236360,,36728379,"2021-06-18 13:53:36",2021-06-18,,0,0,"2021-08-24 15:06:17",17679,,,
25258559,17679,17679,,terugbellen,126119923,,,"2021-06-23 15:09:32",2021-06-24,,0,0,"2021-08-24 15:06:10",17679,,,
25264060,17679,17679,,"Factuur opvolgen",128679387,,35477682,"2021-07-05 11:30:25",2021-12-31,,0,0,"2022-01-03 11:08:47",17679,,,
25291045,17478,17478,"goker mesut das odenecek","goker mesut",,,,"2021-08-19 11:37:02",2021-08-19,,0,0,"2021-08-19 15:14:04",17478,,,
25291132,17478,17478,"zo niet offerte BA, incl onderaannemers, gelijkaardig met vivium","check ba",126004593,,,"2021-08-19 12:25:15",2021-08-19,,0,0,"2021-08-24 12:32:08",17478,,,
25291423,17478,17478,"Toevoegen lijst Akif in Sigura + toevoegen boekhouder",Lijst,,,,"2021-08-19 15:52:56",2021-08-19,,0,0,"2021-10-06 11:40:48",17478,,,
25291426,17478,17478,,"Update telefoonlijst",,,,"2021-08-19 15:53:03",2021-08-19,,0,0,"2022-10-03 10:08:51",17478,,,
25292482,17478,17478,"Medisch aanvaard of niet?","Check SSV",126005905,,,"2021-08-23 09:25:44",2021-08-23,,0,0,"2021-10-06 13:15:03",17478,,,
25292500,17478,17478,,"Cofidis Partner",,,,"2021-08-23 09:35:11",2021-08-23,,0,0,"2021-08-23 10:22:16",17478,,,
25292632,17478,17478,,"check bestaande polissen, overname",130533555,,,"2021-08-23 10:56:26",2021-08-23,,0,0,"2021-09-09 12:25:46",17478,,,
25292911,17478,17478,,"Check offerte",136347677,,,"2021-08-23 14:38:50",2021-08-25,,0,0,"2021-08-25 18:01:47",17478,,,
25293581,17679,,,"Offerte behandelen",126004593,,36844027,"2021-08-24 11:02:57",2021-08-24,,0,0,"2021-08-25 18:01:55",17478,,,
25293886,17679,,,"Offerte volgen",136347677,,36842417,"2021-08-24 15:07:22",2021-08-24,,0,0,"2021-08-25 18:01:51",17478,,,
25295194,17478,17478,"LOA auto VW Golf 03/2019, 35.000 EUR BTW incl, verkoper VW Garage",LOA,126177628,,,"2021-08-26 11:55:14",2021-08-27,,0,0,"2021-08-30 15:05:54",17478,,,
25296113,17679,17679,,"Toevoegen in modulis + Korting",135803329,,36847622,"2021-08-27 10:44:21",2021-08-27,,0,0,"2021-09-15 10:03:26",17679,,,
25298063,17679,17679,,"opzeggen 26/09",130533555,,36840896,"2021-08-31 11:43:04",2021-09-26,,0,0,"2021-10-21 10:41:51",17679,,,
25298107,17478,17478,"mails, klantenfiche etc","sjablonen ",,,,"2021-08-31 17:03:15",2021-08-31,,0,0,"2022-10-03 10:08:48",17478,,,
25298110,17679,17679,,"offerte bromfiets",126051139,,,"2021-08-31 17:04:11",2021-08-31,,0,0,"2021-09-01 13:29:16",17679,,,
25299442,17679,17679,,"verzekering overnemen",136534054,,,"2021-09-02 11:01:19",2021-09-17,,0,0,"2021-10-21 10:48:35",17679,,,
25299511,17679,17679,,opvolgen,126005905,,36511652,"2021-09-02 11:37:09",2021-09-02,,0,0,"2021-10-21 10:43:00",17679,,,
25304065,17679,17478,,BELLEN,126004561,,33686233,"2021-09-08 17:14:42",2021-09-10,,0,0,"2021-09-30 09:13:02",17478,,,
25306718,17679,17679,,offerte,126117928,,36870946,"2021-09-13 14:39:02",2021-09-13,,0,0,"2021-10-21 10:42:42",17679,,,
25307905,17679,17679,,OFFERTE,131622287,,36872788,"2021-09-14 14:41:19",2021-09-14,,0,0,"2021-10-21 10:42:28",17679,,,
25308724,17478,17478,,Telsmart,,,,"2021-09-15 13:40:31",2021-09-15,,0,0,"2021-09-16 14:54:14",17478,,,
25308827,17679,17679,"info vragen over activiteit","Ramazan abi bellen",136763561,,36874685,"2021-09-15 15:23:31",2021-09-15,,0,0,"2021-09-22 17:25:03",17679,,,
25318850,17679,17679,,OFFERTE,136612490,,36887422,"2021-09-29 11:31:19",2021-09-29,,0,0,"2021-11-04 17:27:22",17679,,,
25318853,17679,17679,,OFFERTE,126117928,,36887377,"2021-09-29 11:31:49",2021-09-29,,0,0,"2021-10-28 12:01:16",17679,,,
25320544,17679,17679,"Mail sturen naar administratie@ctnbv.be en betalingsbewijs opvragen","Betaling opvolgen",126212932,,34034296,"2021-10-01 10:13:59",2021-10-20,,0,0,"2021-10-21 10:41:19",17679,,,
25320553,17679,17679,"Mail sturen naar administratie@ctnbv.be en betalingsbewijs opvragen","Betaling opvolgen",126212932,,34034296,"2021-10-01 10:14:18",2021-11-21,,0,0,"2021-11-24 12:28:29",17679,,,
25320556,17679,17679,"Mail sturen naar administratie@ctnbv.be en betalingsbewijs opvragen","Betaling opvolgen",126212932,,34034296,"2021-10-01 10:14:32",2021-12-20,,0,0,"2021-12-20 12:44:57",17679,,,
25320559,17679,17679,"Mail sturen naar administratie@ctnbv.be en betalingsbewijs opvragen","Betaling opvolgen",126212932,,34034296,"2021-10-01 10:14:49",2022-01-20,,0,0,"2022-01-20 15:22:58",17679,,,
25324172,17478,17478,"- Kantoorspecifieke veld toevoegen; rating + vrije cashflow
- Netwerk bestuurder controleren + juiste data invoeren
- Bestuurders correct actief/niet-actief zetten","Lijst Ekin",,,,"2021-10-06 11:46:53",2021-10-06,,0,0,"2021-10-19 15:58:25",17478,,,
25334698,17679,17679,,"Cardif bellen en vragen of mail is verstuurd",126005905,,36511652,"2021-10-19 14:45:50",2021-10-22,,0,0,"2021-10-25 12:01:04",17679,,,
25336190,17679,17679,,"opvolgen betaling",130564850,,36139175,"2021-10-21 10:46:10",2021-10-21,,0,0,"2021-10-28 11:58:40",17679,,,
25336193,17679,17679,"Inhoud
-	75.000 Auto --- nummer 67
-	10.000 kantoor --- nummer 67/1
","inhoud brandverzekering wijzigen",137352728,,36923158,"2021-10-21 10:46:40",2021-10-21,,0,0,"2021-11-19 16:29:19",17679,,,
25336199,17679,17679,,"OFFERTE Opvolgen",137374966,,36923545,"2021-10-21 10:49:35",2021-10-21,,0,0,"2021-10-26 16:04:25",17679,,,
25336753,17478,17478,Verlenging,"CIHAT Commerciële Nummerplaten",,,,"2021-10-21 15:37:03",2021-10-21,,0,0,"2021-12-27 17:07:29",17478,,,
25337381,17679,17679,,"Leasing invoeren",137401541,,36927989,"2021-10-22 11:30:01",2021-10-22,,0,0,"2021-11-05 15:26:52",17679,,,
25341629,17679,17679,,"Aanpassing polis opvolgen",137244889,,36931378,"2021-10-28 12:03:16",2021-10-28,,0,0,"2021-10-29 16:00:33",17679,,,
25342426,17679,17679,,"Opvolgen mail naar Baloise",126485138,,35616954,"2021-10-29 10:33:07",2021-10-29,,0,0,"2021-10-29 16:00:38",17679,,,
25342894,17679,17679,,"Opmaken bij AG & opzeggen bij AXA",130533555,,36885710,"2021-10-29 16:01:28",2021-10-29,,0,0,"2021-11-24 16:50:47",17679,,,
25344205,17679,17679,"verzekerde gaat aanrijdingsformulier en kopie van het verhoorblad opsturen","opvolgen ",126710225,111617827,,"2021-11-02 17:58:59",2021-11-02,,0,0,"2021-11-24 16:50:42",17679,,,
25344797,17679,17679,,"wijzigen verzekeringsnemer",128779250,,35591928,"2021-11-03 12:43:30",2021-11-03,,0,0,"2021-11-19 16:29:31",17679,,,
25344913,17679,17679,,"BA Attest opvolgen",126485138,,35955195,"2021-11-03 14:45:52",2021-11-03,,0,0,"2021-11-04 17:27:07",17679,,,
25345882,17478,17478,,"Verlenging commerciele platen",,,,"2021-11-04 14:42:01",2021-11-04,,0,0,"2021-11-09 10:14:49",17478,,,
25346665,17679,17679,,"overzetten naar AXA",132601448,,,"2021-11-05 11:42:21",2021-11-05,,0,0,"2021-12-16 17:08:27",17679,,,
25346926,17478,17478,,"samsung s21",,,,"2021-11-05 15:08:44",2021-11-05,,0,0,"2021-12-13 17:38:34",17478,,,
25346935,17478,17478,,whiteboard,,,,"2021-11-05 15:08:49",2021-11-05,,0,0,"2022-02-11 14:08:18",17478,,,
25354990,17679,17679,,"offerte opmaken bij AXA voor voertuigen",126004865,,,"2021-11-18 16:33:03",2021-11-18,,0,0,"2022-01-13 12:27:20",17679,,,
25356079,17679,17679,,"terug in voege zetten",126129406,,35634321,"2021-11-19 16:30:21",2021-11-19,,0,0,"2021-11-22 17:28:45",17679,,,
25356142,17478,17478,,"Badge Melda",,,,"2021-11-19 16:55:10",2021-11-19,,0,0,"2021-11-24 10:06:42",17478,,,
25356145,17478,17478,,"Sigura Melda",,,,"2021-11-19 16:55:18",2021-11-19,,0,0,"2021-11-26 15:06:36",17478,,,
25357571,17478,17478,,"MELDA Opvolging onbetaalden + Toevoegen Opmerking Sigura",,,,"2021-11-23 09:55:23",2021-11-23,,0,0,"2022-01-14 09:37:24",17478,,,
25357575,17478,17478,"Packages OK? Polissen OK?","Check polissen met realiteit",,,,"2021-11-23 09:56:01",2021-11-23,,0,0,"2022-04-15 16:14:43",17478,,,
25358429,17679,17679,,"Offerte opvolgen",137937851,,36969271,"2021-11-24 09:58:30",2021-11-24,,0,0,"2021-11-30 10:17:20",17679,,,
25358431,17679,17679,,"Offerte opvolgen",137937857,,36969277,"2021-11-24 09:58:40",2021-11-24,,0,0,"2021-12-06 11:11:44",17679,,,
25358451,17478,17478,,"Actief - niet-actief klanten",,,,"2021-11-24 10:07:24",2021-11-24,,0,0,"2022-03-02 17:25:10",17478,,,
25358457,17478,17478,,"Check offerten / polissen in opmaak / aanvragen",,,,"2021-11-24 10:08:44",2021-11-24,,0,0,"2022-08-05 11:39:45",17478,,,
25358459,17478,17478,,"Schadegevallen correct zetten",,,,"2021-11-24 10:08:55",2021-11-24,,0,0,"2021-12-15 15:33:38",17478,,,
25358669,17478,17478,,"Onkostenvergoeding Cihat en Melda",,,,"2021-11-24 12:51:52",2021-11-24,,0,0,"2022-08-05 11:39:42",17478,,,
25358687,17679,17679,"bellen 03 218 37 38","Bellen naar AG en herziening premie vragen",126054474,,33829835,"2021-11-24 13:19:07",2021-11-24,,0,0,"2021-12-16 17:08:32",17679,,,
25359711,17478,17478,,"CIHAT Schadestatistieken KMO",,,,"2021-11-25 16:52:08",2021-11-25,,0,0,"2022-02-16 09:55:57",17478,,,
25359761,17679,17679,,"offerte valideren",135183922,,36971237,"2021-11-25 17:22:20",2021-11-25,,0,0,"2021-11-29 14:52:03",17679,,,
25359795,17679,17679,,"Baloise opbellen en situatie vragen",126712901,110874387,,"2021-11-25 18:14:23",2021-11-25,,0,0,"2021-11-29 14:51:59",17679,,,
25360215,17478,17478,"Whatsapp web + agenda gmail + drive integratie + api extern + kredieten opslag/verwerking + app finjim/klantenportal + kbo integratie / btwnr + problemen sigura (actief/niet actief - kantoorspecifieke veld - rating klanten/schadestatistiek)","Wim Sigura",,,,"2021-11-26 13:38:50",2021-12-10,,0,0,"2021-12-13 11:00:27",17478,,,
25360519,17679,17679,,"Korting vragen",137015422,,36973759,"2021-11-26 17:21:14",2021-11-26,,0,0,"2021-11-29 14:51:55",17679,,,
25360523,17679,17679,,"bellen naar baloise",126714528,,36973789,"2021-11-26 17:32:40",2021-11-26,,0,0,"2021-11-29 14:51:50",17679,,,
25361237,17679,17679,,"Bellen naar Providis",126004553,111516381,,"2021-11-29 14:51:42",2021-11-29,,0,0,"2021-11-30 14:08:18",17679,,,
25361473,17679,17679,,"OFFERTE Opvolgen",136628305,,36975587,"2021-11-29 17:39:11",2021-11-29,,0,0,"2021-12-02 10:43:22",17679,,,
25361925,17679,17679,,"offerte opvolgen",137015422,,36972609,"2021-11-30 13:11:51",2021-11-30,,0,0,"2021-12-06 11:11:34",17679,,,
25363515,17679,17679,,"Europabank lening aanvragen",137939953,,36975503,"2021-12-02 11:09:03",2021-12-02,,0,0,"2021-12-10 11:11:24",17679,,,
25364023,17679,17679,.,"Bestuurder toevoegen",133782921,,36512745,"2021-12-02 17:07:03",2021-12-02,,0,0,"2021-12-03 12:07:00",17679,,,
25364697,17679,17679,"Polis aanpassen 585,29 EUR
Garage toevoegen aan app 1","wijzigen polis",126004757,,36978149,"2021-12-03 16:16:23",2021-12-03,,0,0,"2021-12-03 16:17:33",17679,,,
25365172,18961,17679,,"Bonus malus nakijken",126005901,,36975515,"2021-12-06 11:11:35",2021-12-06,,0,0,"2021-12-06 15:08:01",17679,,,
25366653,17679,17679,,OPVOLGEN,126119347,,36985969,"2021-12-07 17:41:27",2021-12-07,,0,0,"2021-12-16 17:08:40",17679,,,
25367401,17679,17679,,"Stopzetting van de polis CMR vanaf 12/01/2022",132601448,,36178082,"2021-12-08 16:57:55",2021-12-08,,0,0,"2021-12-15 11:01:52",17679,,,
25367411,17679,17679,"klant is dubbelverzekerd
Polisnummer bij Baloise 3060914","Klant dubbelverzekerd",126095219,,36987181,"2021-12-08 17:04:11",2021-12-08,,0,0,"2021-12-16 13:48:32",17679,,,
25367415,17679,17679,,"Bellen naar AG voor korting",125967484,,33755319,"2021-12-08 17:04:48",2021-12-08,,0,0,"2021-12-09 13:38:37",17679,,,
25367417,17679,17679,"BA

2 zelfstandige

werkt met onderaannemers

offerte berekenen","BA polis opmaken",132996582,,,"2021-12-08 17:05:14",2021-12-08,,0,0,"2021-12-20 12:43:49",17679,,,
25367419,17679,17679,,"Bellen naar axa",126196187,,36986905,"2021-12-08 17:11:14",2021-12-08,,0,0,"2021-12-09 14:13:05",17679,,,
25367427,18961,18961,"berekening maken voor wn (vanaf januari) + persoonlijke ongevallen ","Offerte AO + po",131622287,,,"2021-12-08 17:26:15",2021-12-09,,0,0,"2021-12-09 16:51:43",18961,,,
25368149,17679,17679,,"CMR attest opvolgen",135074389,,36884857,"2021-12-09 16:18:43",2021-12-09,,0,0,"2021-12-10 11:11:10",17679,,,
25368205,18961,18961,,"Pilaka siparis edilecek",134707024,,36722746,"2021-12-09 16:51:29",2021-12-09,,0,0,"2021-12-10 12:36:44",18961,,,
25368247,17679,17679,,"aanvraag nummerplaat",137948207,,36988687,"2021-12-09 17:54:20",2021-12-09,,0,0,"2021-12-10 17:32:55",17679,,,
25368687,17679,17679,"Nummer Boekhouder:0485 26 08 40

DIV bellen en vragen wat we nodig hebben om een commerciële nummerplaat aan te vragen.","Bellen naar DIV & Boekhouder",126131035,,36989583,"2021-12-10 13:07:56",2021-12-10,,0,0,"2021-12-13 12:52:51",17679,,,
25368835,17679,17679,,"Bellen naar Baloise en vragen naar vervaldagbericht",126005853,,36989435,"2021-12-10 15:10:46",2021-12-10,,0,0,"2021-12-14 14:01:10",17679,,,
25368837,17679,17679,,"Bellen naar Baloise en vragen naar vervaldagbericht",126005853,,36989433,"2021-12-10 15:10:59",2021-12-10,,0,0,"2021-12-16 15:04:58",17679,,,
25369981,17679,17679,,"Polisstukken opsturen naar de klant",137937857,,36969277,"2021-12-13 17:26:50",2021-12-13,,0,0,"2021-12-14 13:26:45",17679,,,
25369983,17679,17679,,"Polisstukken bezorgen aan klant",137352728,,36923158,"2021-12-13 17:27:30",2021-12-13,,0,0,"2021-12-14 14:54:19",17679,,,
25371473,17679,17679,"Boekhouder Sumeyye Tasci","Verzekeringen opvragen bij boekhouder",136903645,,,"2021-12-15 17:32:37",2021-12-15,,0,0,"2021-12-17 10:16:28",17679,,,
25371477,17679,17679,,"Commerciële nummerplaten",,,,"2021-12-15 17:34:54",2021-12-15,,0,0,"2021-12-22 12:38:44",17679,,,
25371479,17679,17679,,"schadestatistieken opvragen",,,,"2021-12-15 17:35:08",2021-12-15,,0,0,"2021-12-24 10:28:02",17679,,,
25371653,17679,17679,,"woonkrediet invoeren",137945343,,36998255,"2021-12-16 10:01:25",2021-12-16,,0,0,"2021-12-17 16:14:59",17679,,,
25371683,17679,17679,032475246,"Bellen naar Baloise ",131835725,,36052443,"2021-12-16 10:23:06",2021-12-16,,0,0,"2021-12-17 16:14:55",17679,,,
25372699,17679,17679,,"laten valideren",126693347,,34560840,"2021-12-17 11:23:33",2021-12-17,,0,0,"2021-12-20 11:27:11",17679,,,
25372983,17679,17679,,"BA zonder gevolg zetten",130533555,,,"2021-12-17 14:43:29",2021-12-17,,0,0,"2021-12-27 16:20:42",17679,,,
25374493,17679,17679,,"Adres wijziging",135002294,,36000909,"2021-12-20 17:44:37",2021-12-20,,0,0,"2021-12-23 16:19:31",17679,,,
25375540,17679,17679,,"AXA bellen en vragen omzetten naar inning maatschappij",126004981,,33686161,"2021-12-21 17:34:21",2021-12-21,,0,0,"2022-01-03 14:01:57",17679,,,
25375545,17679,17679,,"Verzekering in orde brengen",130533554,,37003227,"2021-12-21 17:41:27",2021-12-21,,0,0,"2021-12-23 11:18:03",17679,,,
25375548,17679,17679,,"Voertuigwijziging ",126004585,,34661015,"2021-12-21 17:43:38",2021-12-21,,0,0,"2021-12-22 12:47:01",17679,,,
25376025,18961,18961,"Baloise gebeld voor stand van zaken - wachten op aangifte tgnpartij - gaan euromex zelf contacteren voor opstart dossier ","Update dossier",126712901,110874387,,"2021-12-22 13:49:42",2021-12-28,,0,0,"2022-01-04 11:04:01",18961,,,
25376643,17679,17679,,"Laten valideren",126234811,,37002447,"2021-12-23 11:02:02",2021-12-23,,0,0,"2021-12-24 12:35:12",17679,,,
25376817,17679,17679,,"wijzigen naar zesmaandelijks en naar jozef sturen via whatsapp",132224999,,36942838,"2021-12-23 13:30:56",2021-12-23,,0,0,"2021-12-23 15:41:24",17679,,,
25376820,17679,17679,,"bellen en vragen of betaald is",132224999,,36077481,"2021-12-23 13:32:06",2021-12-23,,0,0,"2021-12-23 15:41:28",17679,,,
25376988,18961,18961,"Achterstallige betalingen december - gaat betaald moeten worden met dom van januari (zal bekend worden rond 6/01)
--> klant inlichten dat er voldoende saldo op zijn rekening moet staan","Nakijken of premie januari ook is uitgekomen (voor betaling budgetplan)",126004865,,36842299,"2021-12-23 15:12:35",2022-01-10,,0,0,"2022-01-17 10:20:05",18961,,,
25377040,17679,17679,,"Betalingen opvolgen",132224999,,,"2021-12-23 15:41:47",2022-01-04,,0,0,"2022-01-05 12:02:33",17679,,,
25377349,17679,17679,,"Laten valideren",137972472,,37008699,"2021-12-24 10:12:55",2021-12-24,,0,0,"2021-12-28 11:47:42",17679,,,
25377559,18961,18961,"Vonck bellen om gegevens van de klant doorgeven, zodat ze een afspraak kunnen regelen","Expertisebedrijf bellen ",130185495,113169271,,"2021-12-24 12:32:14",2021-12-24,,0,0,"2021-12-30 12:54:55",18961,,,
25377562,17679,17679,,"Offerte bespreken met klant",132996582,,37002801,"2021-12-24 12:35:32",2021-12-24,,0,0,"2021-12-28 14:57:53",17679,,,
25377565,17679,17679,,"Polis opmaken",126005909,,37008720,"2021-12-24 12:37:35",2021-12-24,,0,0,"2021-12-27 16:20:33",17679,,,
25377568,18961,18961,,"Opvolgen schadedossier",126004585,113171643,,"2021-12-24 12:41:06",2021-12-24,,0,0,"2022-02-21 15:56:45",18961,,,
25378261,17679,17679,,"offerte opvolgen",126047559,,37011700,"2021-12-27 16:20:15",2021-12-27,,0,0,"2022-01-05 11:51:10",17679,,,
25378779,17679,17679,,"Offerte opvolgen",132601448,,36999987,"2021-12-28 12:25:59",2021-12-28,,0,0,"2022-01-13 12:27:18",17679,,,
25378929,17679,17679,,"opmaak polis",137937851,,36969271,"2021-12-28 15:09:30",2021-12-28,,0,0,"2022-01-11 17:15:45",17679,,,
25378968,17679,17679,,"opvolgen ",126004561,,33686233,"2021-12-28 15:36:51",2021-12-28,,0,0,"2022-01-04 11:44:44",17679,,,
25378977,18961,18961,"validatie zaak ","Opvolgen zaak BO",126005901,,33909884,"2021-12-28 15:47:12",2021-12-28,,0,0,"2022-01-04 11:03:53",18961,,,
