schade_id,bet_id,beheerder,referentie_makelaar,referentie_tegenmaatschappij,datum,omschrijving,status,statusDetailed,afgelopen_reden,afgelopen_datum,added_by,added_time,edited_by,edited_time
107013190,126004981,,971951928001,,"2019-10-19 00:00:00","Bekina Compounds - Aanrijding Modulair Betonnen Bak - GEEN AANSPRAKELIJKHEID",0,5,,0000-00-00,,"2020-02-20 14:45:40",17679,"2021-12-15 11:40:37"
107014196,125991127,,5K98853,,"2019-05-27 00:00:00",,0,5,,0000-00-00,,"2020-02-21 11:40:42",17679,"2021-12-15 12:13:38"
107015833,140584160,,2020-02-0008,E8Z/66913717/03,"2019-08-30 00:00:00","Aanrijding VW Golf Met Duitse Nummerplaat",0,5,,0000-00-00,,"2020-02-24 12:54:14",17679,"2021-12-15 12:13:25"
107022506,126004993,,2019-11-0004,,"2019-11-25 00:00:00",,0,5,,0000-00-00,17478,"2020-03-02 17:48:18",17679,"2021-12-15 12:13:13"
107029184,126004585,,5K20908,,"2020-02-25 00:00:00",,0,5,,0000-00-00,17478,"2020-03-10 19:34:49",17679,"2021-12-15 12:13:06"
107029189,126019248,,2020-03-0009,,"2020-03-06 20:23:00","Schade Fiat Ducato - Botsing bij parkeren voertuig",0,5,,0000-00-00,,"2020-03-10 19:39:17",17591,"2023-05-10 12:30:45"
107029193,126005125,,2020-04-0029,,"2020-02-09 00:00:00",,0,5,,0000-00-00,17478,"2020-03-10 19:51:10",17679,"2021-12-15 12:12:58"
107030219,126005609,,2020-03-0010,,"2020-03-11 00:00:00","Schade Quadrivium - Barst in raam",0,5,,0000-00-00,,"2020-03-12 10:07:14",17679,"2021-12-15 12:12:50"
107031077,126019248,,O2027952,,"2020-05-29 00:00:00","IN RECHT --- Aanrijding Ilyas - Achterligger Rijdt in Op Voertuig - Ilyas Stopte Voor Fietser",0,,,0000-00-00,17478,"2020-03-12 19:09:38",17679,"2021-10-08 11:26:22"
107031898,126005801,,2020-03-0011,,"0000-00-00 00:00:00","Schade heftruck",0,5,,0000-00-00,17478,"2020-03-13 16:53:23",17591,"2023-05-05 10:38:22"
107031938,126004621,,0620E0334301,,"2020-03-13 00:00:00","Tegen een paal gereden door Narin Ayaz",0,5,,0000-00-00,17478,"2020-03-13 18:46:17",17679,"2021-12-15 12:12:33"
107031940,126004981,,2020-03-0013,,"0000-00-00 00:00:00","Verhulst Dirk - Kuurnsesteenweg 105 8500 Kortrijk - GEEN AANSPRAKELIJKHEID",0,5,,0000-00-00,17478,"2020-03-13 19:16:31",17591,"2023-05-05 10:39:55"
107033667,126005897,,2020-03-0020,,"2020-03-01 00:00:00","Barst Voorruit Auto",0,5,,0000-00-00,17478,"2020-03-17 11:51:18",17679,"2021-12-15 12:11:56"
107034049,126119609,,0620A0585201,,"2020-03-20 00:00:00","Totaalverlies Dilara Ayaz",0,5,,0000-00-00,17478,"2020-03-17 16:21:50",17679,"2021-12-15 12:11:49"
107034619,126089018,,2020-03-0022,,"2020-02-09 00:00:00",Stormschade,0,5,,0000-00-00,17478,"2020-03-18 14:07:20",17679,"2021-12-15 12:11:26"
107036329,126005385,,NEC/51863581/03,,"2018-10-19 00:00:00","Slagboom Aangereden",0,5,,0000-00-00,17478,"2020-03-20 16:01:00",17679,"2021-12-15 12:11:19"
107036359,126004981,,2020-03-0017,,"2019-09-13 00:00:00","Kortrijkse Heerweg 127 in 8540 DEERLIJK --- Klinkers Verzet --- Thierry Eeckhout ---  GEEN AANSPRAKELIJKHEID",0,5,,0000-00-00,17478,"2020-03-20 16:22:25",17679,"2021-12-15 12:11:09"
107036369,126004981,,"971951980801 ",,"2019-08-19 00:00:00","Keizerstraat 41 - 8510 MARKE --- Kortsluiting --- Elektronische toestellen stuk --- AANSPRAKELIJK",0,5,,0000-00-00,17478,"2020-03-20 16:30:00",17679,"2021-12-15 11:40:27"
107036377,126004981,,9719-521122-01,,"2019-09-27 00:00:00","Kardinaalstraat 47 - 8510 Marke --- Barsten in Woning --- Tijtgat Kris --- GEEN AANSPRAKELIJKHEID",0,5,,0000-00-00,17478,"2020-03-20 16:41:14",17679,"2021-12-15 11:40:30"
107039275,126004521,,5L94071,,"2019-11-28 00:00:00",,0,5,,0000-00-00,17478,"2020-03-26 15:03:24",17679,"2021-12-15 12:10:43"
107039278,126004521,,O19G3382,,"2019-11-28 00:00:00",,0,5,,0000-00-00,17478,"2020-03-26 15:03:44",17679,"2021-12-15 12:10:15"
107041419,126004429,,AP00210920,,"2020-03-24 00:00:00","Vluchtmisdrijf - Aanrijding.",0,5,,0000-00-00,17478,"2020-03-31 18:10:04",17679,"2021-12-15 12:09:49"
107041420,126004981,,2020-03-0023,,"2019-08-13 00:00:00","FLUVIUS - ZULTSEWEG, 8770, INGELMUNSTER",0,5,,0000-00-00,17478,"2020-03-31 18:11:14",17679,"2021-12-15 12:09:41"
107045396,126004829,,KXK/12004737/03,,"2020-03-28 00:00:00",,0,5,,0000-00-00,17478,"2020-04-10 15:28:09",17679,"2021-12-15 12:09:35"
107045552,126047550,,2020-04-0024,,"0000-00-00 00:00:00","Vandalisme Winkel",0,5,,0000-00-00,17478,"2020-04-11 14:54:25",17591,"2023-05-05 10:41:02"
107045554,126004981,,971952138801,,"2019-07-23 00:00:00","Proximus - Kerkstraat 232 - 8540 Deerlijk - GEEN AANSPRAKELIJKHEID",0,5,,0000-00-00,17478,"2020-04-11 15:29:07",17679,"2021-12-15 12:09:29"
107047538,126004981,,2020-04-0026,,"0000-00-00 00:00:00","Ongeval in File - Aanrijding door derde - 1SYE143 - IN RECHT",0,5,,0000-00-00,17478,"2020-04-17 12:44:24",17591,"2023-05-05 10:41:51"
107048290,126047553,,92041442,,"2020-04-10 00:00:00","Poging tot inbraak winkel - Dief niet gekend - 1. schade - 10/04/20",0,5,,0000-00-00,17478,"2020-04-20 17:56:42",17591,"2025-01-21 10:28:23"
107049246,126005609,,2020-0050,,"2020-04-11 00:00:00",,0,5,,0000-00-00,17478,"2020-04-22 17:52:05",17679,"2021-12-15 12:08:51"
107051165,126119609,,0G19A0674702,,"2019-09-16 00:00:00","Gerechtelijk Procedure Yusuf Ayaz",0,5,,0000-00-00,17478,"2020-04-28 14:20:20",17679,"2021-12-15 12:08:07"
107051168,126005913,,V2004370,,"2019-05-15 00:00:00",,0,5,,0000-00-00,17478,"2020-04-28 14:20:50",17679,"2024-01-24 12:01:00"
107051169,126047553,,AP3/92043849/03,,"2020-04-13 00:00:00","Poging tot inbraak in winkel - Dief gekend. - 2. schade - 13/04/20",0,5,,0000-00-00,17478,"2020-04-28 14:22:19",17591,"2025-01-23 15:39:51"
107054732,126005869,,2020-05-0031,,"0000-00-00 00:00:00",Dobbelaere,0,5,,0000-00-00,17478,"2020-05-03 13:29:59",17591,"2023-05-05 10:43:39"
107054734,126005577,,2020-05-0032,,"0000-00-00 00:00:00",Gustavo,0,5,,0000-00-00,17478,"2020-05-03 13:52:59",17591,"2023-05-05 10:44:36"
107057056,126004821,,"B2021595 ",,"2020-05-01 00:00:00","Schade Rolluik - Vluchtmisdrijf Voertuig",0,5,,0000-00-00,17478,"2020-05-04 12:07:55",17679,"2024-11-13 12:49:51"
107106058,126005801,,2020-05-0035,,"0000-00-00 00:00:00","Gekneusde Arm en Vingers - AKIN Mustafa",0,5,,0000-00-00,17478,"2020-05-10 16:13:05",17591,"2023-05-05 10:45:18"
107107096,140584160,,2020-04-19,,"2020-04-19 00:00:00","Aanrijding Aan Geparkeerd Voertuig",0,5,,0000-00-00,17478,"2020-05-12 11:11:53",17679,"2021-12-15 12:05:11"
107112901,140710399,,2020-05-0036,,"2020-05-14 00:00:00","Bromfiets Rijdt Verzekerde Langs Achter Aan",0,5,,0000-00-00,17478,"2020-05-14 18:15:32",17679,"2021-12-15 12:05:02"
107113592,126005801,,2020-05-0037,,"0000-00-00 00:00:00","Geknelde Been - MUSTAFA Gyokan Ibrahim",0,5,,0000-00-00,17478,"2020-05-16 18:41:44",17591,"2023-05-05 10:46:09"
107117956,126004569,,2019-08-0003,,"2019-07-18 00:00:00","Providis Yurekli Mehmet 18/07/2019",0,5,,0000-00-00,17478,"2020-05-20 16:19:28",17679,"2021-12-15 11:58:03"
107118198,126004609,,0620A0896001,,"2020-04-30 00:00:00",,0,5,,0000-00-00,17478,"2020-05-20 17:29:36",17679,"2021-12-15 11:57:57"
107193889,126005901,,2020-06-0040,,"2020-05-26 15:30:00","Aanrijding Tijdens Parkeren --- Akcakaya Fuat",0,5,,0000-00-00,17478,"2020-06-09 18:54:44",17679,"2021-12-15 11:57:35"
107193892,126004429,,2020-05-0001,,"2020-05-11 00:00:00","Tegenpartij Beweert Aanrijding - Ipekci Ahmet",0,5,,0000-00-00,17478,"2020-06-09 18:54:45",17679,"2021-12-15 11:56:30"
107197740,126173704,,2020-06-0041,,"0000-00-00 00:00:00","Schade Wasmachine door Overspanning Elektriciteitsnet",0,5,,0000-00-00,17478,"2020-06-16 17:39:24",17591,"2023-05-05 10:46:45"
107197768,126005377,,2020-09-0066,,"2020-05-04 11:45:00","Aanrijding in Wallonië bij Autohandelaar",0,5,,0000-00-00,17478,"2020-06-16 19:37:18",17679,"2021-12-15 11:56:01"
107199833,126212932,,KX2/12008393/03,,"2020-06-08 00:00:00","Uitbreidingslaan 6 - 3600 Genk",0,5,,0000-00-00,17478,"2020-06-21 12:32:54",17679,"2021-12-15 11:55:45"
107218790,126004621,,0620A1031701,,"2020-06-20 00:00:00","Schade door Yildirim Faruk",0,5,,0000-00-00,17478,"2020-06-22 14:03:43",17679,"2021-12-15 11:55:35"
107220536,129021606,," O20/X1147/4050/PX P25854",,"2020-09-16 00:00:00","Aanrijding Nederland tegen geparkeerd voertuig",0,5,,0000-00-00,17478,"2020-06-24 19:59:34",17679,"2021-12-15 11:55:05"
107220540,126004981,,0600J9354901,,"2020-06-20 11:11:00","Botsing op Achterzijde Voorligger - Bestuurder Ceyhun UTLU --- Ford Ranger",0,5,,0000-00-00,17478,"2020-06-24 21:09:37",17679,"2021-12-15 11:54:49"
107250381,126005901,,V2105699,,"2021-05-03 00:00:00","Schade aan Wastafels en Kranen",0,5,,0000-00-00,17478,"2020-06-29 19:45:51",17679,"2021-12-15 11:54:41"
107269253,126092982,,2020-06-0045,,"2020-06-11 00:00:00","Tegenpartij Rijdt Aan Geparkeerd Voertuig",0,5,,0000-00-00,17478,"2020-06-30 11:54:33",17679,"2021-12-15 11:54:31"
107269389,126710225,,2020-06-0046,,"2020-06-26 00:00:00","Aanrijding tegen verkeerslicht vanwege negeren rood licht tegenpartij. Tegenpartij niet gekend (weggevlucht)",0,5,,0000-00-00,17679,"2020-06-30 12:40:16",17679,"2023-01-04 12:54:56"
107357901,126712901,,O2022367,,"2020-06-28 00:00:00","EUROMEX schadegeval in duitsland. Aangereden door auto waarvan handrem vergeten was",0,5,,0000-00-00,17679,"2020-07-06 13:21:22",18961,"2022-05-30 18:09:18"
107375540,126424694,,22028843,,"2020-02-24 00:00:00","Onbekende botst tegen voertuig Verzekerde ",0,5,,0000-00-00,17478,"2020-07-08 14:46:07",17591,"2024-10-15 12:13:36"
107384100,126005385,,2020-07-0049,,"2020-07-02 14:33:00","Vz reed zich vast in trambedding",0,5,,0000-00-00,17478,"2020-07-09 16:42:50",17679,"2021-12-15 11:53:13"
107417646,126714528,,"O20/59003/2965/ P25854",,"2020-07-06 00:00:00","Aanrijding Mercedes met Vluchtmisdrijf",0,5,,0000-00-00,17679,"2020-07-13 15:47:30",17679,"2021-12-15 11:53:03"
107457617,126005329,,2020-07-0051,,"2020-07-17 00:00:00","Ongeval A12",0,5,,0000-00-00,17679,"2020-07-17 17:14:52",17679,"2021-12-15 11:52:56"
107692487,126212932,,2020-07-0052,,"2020-06-09 00:00:00","Sourbron Jos - Herstelling van beregeningsinstallatie en toegangspad n.a.v. per ongeluk defect",0,5,,0000-00-00,17478,"2020-07-27 19:21:38",17679,"2021-12-15 11:52:49"
107728094,126004697,,0620E0712901,,"2020-07-29 00:00:00","Schade Door Onbekende Voertuig - Vluchtmisdrijf",0,5,,0000-00-00,17478,"2020-07-29 21:10:45",17679,"2021-12-15 11:52:40"
108018879,126484393,,"O20/61672/8400/PX P25854 ",,"2020-07-15 00:00:00","Verzekerde heeft tegen de muur gereden",0,5,,0000-00-00,17478,"2020-08-18 12:40:59",17679,"2021-12-15 11:52:23"
108034371,126131965,,O2063458,,"2020-07-12 00:00:00",,0,5,,0000-00-00,17679,"2020-08-19 11:27:02",17679,"2021-12-15 11:52:17"
108034931,126049393,,O2067712,,"2020-07-30 00:00:00","Geparkeerde tegenpartij aangereden door verzekerde",0,5,,0000-00-00,17679,"2020-08-19 12:02:44",17679,"2021-12-15 11:52:08"
108050076,126004981,,972050956701,,"2020-08-18 00:00:00","Breuk door graafmachine - Grote Noordstraat - Hooglede - Aansprakelijk",0,5,,0000-00-00,17679,"2020-08-20 12:28:38",17591,"2023-11-16 16:21:19"
108050766,126047580,,2020-08-0056,,"0000-00-00 00:00:00","Waterschade F. COOSEMANSSTRAAT 23 - 2600 BERCHEM",0,5,,0000-00-00,17679,"2020-08-20 13:24:09",17591,"2023-05-05 10:47:45"
108051036,126005297,,"0G00J2631302 ",,"2020-08-02 11:11:00","Aanrijding met bromfiets --- Schade aan linkerzijde van het voertuig --- BA + RB in voege --- Dispuut omwille van 2 tekeningen op aanrijdingsformulier",0,5,,0000-00-00,17679,"2020-08-20 13:48:27",18961,"2021-12-28 16:54:28"
108068330,126004553,,E82/66914040/03,,"2019-07-15 00:00:00","Motor ongeval, Geen geldige rijbewijs",0,5,,0000-00-00,17679,"2020-08-21 16:21:35",17679,"2021-12-15 11:51:24"
108121410,125926506,,2020-08-0058,,"2020-06-29 00:00:00","Schade aan Telescoopband door Rachid en Ilyasse - Euroports NV",0,5,,0000-00-00,17478,"2020-08-27 10:39:00",17679,"2021-12-15 11:51:17"
108123181,126006182,,"IBRAHIM DULGER",,"2020-07-21 00:00:00",,0,5,,0000-00-00,17478,"2020-08-27 15:44:37",17679,"2021-12-15 11:51:10"
108123300,126004841,,0600J9450001,,"2020-07-14 11:11:00",,0,5,,0000-00-00,17478,"2020-08-27 16:05:56",17679,"2021-12-15 11:51:00"
108123303,126004917,,2020-09-0062,,"2020-07-20 00:00:00","Melisa Guc (schoondochter) botst op achterkant voorganger",0,5,,0000-00-00,17478,"2020-08-27 16:09:13",17679,"2022-02-25 13:26:34"
108123423,126004785,,2020-08-0059,,"2020-07-26 00:00:00","Vzk zou tegen bord en steunpaal gereden zijn.",0,5,,0000-00-00,17478,"2020-08-27 16:50:32",17679,"2021-12-15 11:48:19"
108123446,126005349,,O2109603,,"2020-08-06 00:00:00",,0,5,,0000-00-00,17478,"2020-08-27 16:55:35",17679,"2021-12-15 11:48:05"
108123455,126005301,,NPF/22072884/03,,"2020-08-18 15:44:00","Ongeval in Hongarije Providis",0,5,,0000-00-00,17478,"2020-08-27 17:00:22",17679,"2021-12-15 11:47:48"
108193008,126004553,,2020-09-0061,,"2019-11-07 00:00:00","Verkeer in éénzelfde file. Y rijdt X achteraan aan. Vz reed voertuig Tp achteraan aan",0,5,,0000-00-00,17478,"2020-09-04 15:59:58",17679,"2021-12-15 11:47:35"
108193340,126005801,,O20A3541,,"2020-08-04 00:00:00","Voertuig aangereden door onbekenden",0,5,,0000-00-00,17478,"2020-09-04 20:36:52",17679,"2021-12-15 11:47:24"
108193362,126484393,,O20A3551,,"2020-08-04 00:00:00","Verzekerde werd aangereden door een voertuig dat parkeerplaats verliet",0,5,,0000-00-00,17478,"2020-09-05 13:51:08",17679,"2021-12-15 11:47:13"
108217143,126004981,,9720510623,,"2020-08-25 00:00:00","Doornstraat 9 - 8500 Kortrijk - beschadiging 14 paar kabel - AANSPRAKELIJK",0,5,,0000-00-00,17478,"2020-09-07 19:13:43",17679,"2021-12-15 11:40:44"
108225897,126005493,,2020-09-0067,,"2020-09-09 21:15:00","Schade IN RECHT volgens klant",0,5,,0000-00-00,17478,"2020-09-11 18:00:20",17679,"2021-12-15 11:44:57"
108226239,126004569,,{202009.C00652}.PP,,"2020-09-10 00:00:00","ELEKTRICITEITSSCHADE ",0,5,,0000-00-00,17591,"2020-09-14 10:54:17",17679,"2021-12-15 11:44:38"
108226893,126005413,,2020-09-0070,,"2020-08-16 00:00:00","Wateroverlast in de Kelder",0,5,,0000-00-00,17478,"2020-09-14 15:50:05",17679,"2021-12-15 11:44:21"
108227078,126005909,,2020-09-0071,,"2020-09-14 00:00:00","Lek Aan Voertuig --- NIET AANSPRAKELIJK --- Geen aangifte",0,5,,0000-00-00,17478,"2020-09-14 17:39:20",17679,"2026-05-26 12:18:10"
108234747,126004569,,NDT/22083637/03,,"2020-09-04 00:00:00","Dubbele Opening Schadegeval dd 09/2019 --- Zie N1M/51939658/03",0,5,,2020-09-04,17679,"2020-09-16 13:27:48",17679,"2021-12-15 11:43:56"
108242037,126050805,,O2007945,,"0000-00-00 00:00:00",,0,5,,0000-00-00,17679,"2020-09-17 13:00:41",17679,"2021-12-15 11:43:32"
108243585,126005897,,2020-09-0072,,"2020-09-15 00:00:00","Schade door Onbekenden",0,5,,0000-00-00,17478,"2020-09-17 18:01:22",17679,"2021-12-15 11:43:16"
108305523,126005013,,KXJ/92078939/03,,"2020-09-01 00:00:00","Waterschade inhoud",0,5,,0000-00-00,17679,"2020-09-22 10:50:45",18961,"2022-08-09 10:08:11"
108416450,126005301,,92080651,,"2020-09-25 00:00:00","Schade boom omgevallen op muur van de buur",0,5,,0000-00-00,17679,"2020-09-28 13:11:24",17591,"2023-08-23 16:41:52"
108442485,126004981,,9720-512114-01,,"2020-09-25 15:15:00","Telecommunicatiekabel beschadigd proximus 
Beschadiging Gitsbergstraat 119 + 131 Hooglede",0,5,,0000-00-00,17679,"2020-09-30 16:39:54",17679,"2021-12-15 11:40:51"
108512628,126005477,,APD/92082388/03,,"2020-09-27 00:00:00","Waterinsijpeling Storm Odette",0,5,,0000-00-00,17478,"2020-10-05 18:33:09",17679,"2021-12-15 11:42:50"
108532464,126005905,,N1J/22092437/03,,"2020-10-01 15:30:00","Aanrijding Özlem tijdens parkeren in recht volgens klant",0,5,,0000-00-00,17679,"2020-10-07 15:26:03",17679,"2021-12-15 11:42:39"
108542630,129021606,,2020-10-0075,,"0000-00-00 00:00:00","vluchtmisdrijf klant in recht",0,5,,0000-00-00,17679,"2020-10-08 15:05:42",17679,"2021-12-15 11:42:26"
108542703,126004981,,972051266101,,"2020-10-07 10:30:00","Schade Kubota Gas Aftakking Ter Beursplein 12, 8170 Izegem",0,5,,0000-00-00,17679,"2020-10-08 15:37:17",17679,"2021-12-15 11:41:05"
108593319,126004981,,972051292801,,"2020-10-02 00:00:00","Telecommunicatiekabel van Proximus geraakt - Kortrijk",0,5,,0000-00-00,17679,"2020-10-14 16:23:07",17679,"2021-12-15 11:40:57"
108593376,129021606,,O20B6003,,"2020-09-20 00:00:00",,0,5,,0000-00-00,17679,"2020-10-14 17:14:11",18961,"2025-08-14 13:55:21"
108593808,126195734,,O20B8153,,"2020-10-06 00:00:00","klant reed rechtdoor, tegenpartij kwam uit parking
Klant in recht",0,5,,0000-00-00,17679,"2020-10-15 11:55:43",17679,"2021-12-15 11:41:56"
108594136,126005297,,0601J1260101,,"2020-10-12 11:11:00","Schade in fout",0,5,,0000-00-00,17478,"2020-10-15 16:56:19",17679,"2021-12-15 11:41:44"
108594530,126004981,,972051313701,,"2020-10-16 10:45:00","Schade graafwerken in Zwevegem",0,5,,0000-00-00,17679,"2020-10-16 12:05:19",17679,"2021-12-15 11:40:02"
108594543,126119609,,0620E0992901,,"2020-10-15 00:00:00","Klant verlaat parking, rijdt tegenpartij aan",0,5,,0000-00-00,17679,"2020-10-16 12:16:46",17591,"2023-05-04 09:06:15"
108594867,126484393,,O20B6520,,"2020-09-24 00:00:00","Achterportier van onze klant ging open, tegenpartij rijdt tegen portier",0,5,,0000-00-00,17679,"2020-10-16 17:20:01",17679,"2021-12-15 11:39:17"
